6.4574447	0.511817
3.0970507	1.2090921
6.6726394	2.4916246
1.4245175	3.173141
6.356944	0.20424977
5.809518	1.4947919
5.964888	2.6448104
6.2193217	0.5322289
3.8893595	0.14628659
4.9144197	1.9370123
0.48664021	0.09037037
1.2391765	2.8684556
5.30903	0.3684988
6.5508065	0.73441565
1.2177757	2.8310173
2.9171257	3.009836
3.1269932	2.846871
6.1327534	1.9064152
6.0382695	0.61600095
3.3484416	3.1007257
1.1067686	0.5473871
4.1856894	1.314588
0.6301286	1.4030497
2.0316021	3.071164
3.024799	0.027907563
1.3962344	1.2636656
3.7604547	2.0028427
0.09180794	3.161434
4.6277885	0.38923016
6.591853	2.8810346
6.1405478	2.4432275
2.686382	1.1585749
3.0976903	1.1828564
0.2107969	0.114291005
5.290776	2.8560104
6.3417697	1.0922145
3.2261162	2.1986082
2.3794274	0.72703075
5.488155	1.8547763
3.3347414	1.9277016
2.0034552	1.6708612
1.3831732	2.5136719
1.5333788	0.8378235
4.105811	0.68516254
0.6439955	1.1577939
1.0989919	2.6947365
6.1462994	2.2159183
1.8807471	0.4037119
0.79687786	1.1636661
2.0513732	3.0946445
4.4836087	0.030199243
0.77647203	0.26068193
2.6336985	1.4897795
6.160541	2.8446925
5.5697618	1.9911937
6.0805078	1.3463643
5.4571257	1.9153804
1.1706558	3.1945183
0.9419267	0.6355225
1.5185461	1.4853696
4.840879	2.5254068
3.5774772	2.355982
2.3320227	1.6625048
5.1625843	0.08635006
4.489963	0.017596437
6.619055	1.7440064
5.143672	2.778492
3.9824755	0.4924429
0.40104043	1.8370981
3.74969	2.5195584
4.829156	2.9423888
4.9066324	1.0954272
1.106362	2.8023603
2.3865256	2.9805715
4.631229	2.5714433
2.8330028	1.1672035
6.0006766	2.6016884
5.199781	1.087233
2.7269137	0.43201524
5.719335	0.95284003
4.379063	0.7554911
4.0117707	0.6486864
3.395166	1.0056485
0.08214734	1.6600405
4.8546433	0.3548603
2.476507	1.6388298
4.0275583	1.086413
2.1466842	0.7705315
1.0786501	2.3027544
5.7308083	1.5495049
0.81090486	2.2310913
5.3155637	1.9894736
5.951333	1.8996792
5.7394905	1.6300042
4.33301	2.0494208
2.3616798	1.9396418
6.3907137	0.631386
5.3013477	1.7024513
4.9974885	0.98722094
4.801344	1.3977339
5.817207	1.9317315
0.43927467	2.3832235
1.3808727	2.220866
6.6665072	0.6607973
1.0156436	1.7094679
1.7670313	1.9812222
4.124998	1.34718
2.5703342	2.9213862
1.1522493	0.54336166
1.6067699	1.8844146
6.429892	2.1184688
1.348252	0.7206888
5.8526382	0.26565439
5.92561	0.48670006
4.497201	0.938011
0.2570182	1.8394871
5.187913	1.5695152
5.3661695	2.4477727
5.77142	1.7969754
5.527221	0.7774374
3.1694682	2.4917524
2.9651089	2.1192853
1.1359708	0.39933833
1.7900348	2.661785
1.919103	2.9376788
2.3853843	2.1112373
4.1434417	0.9870144
6.336924	2.8172514
6.4595804	3.0306504
5.6320477	0.21313877
6.694058	2.643027
1.5213951	1.3194574
5.261779	0.584424
2.078067	0.22512817
4.7237267	0.016181564
0.27478504	2.8448703
4.888085	0.612101
4.795786	1.0948395
1.0227644	2.4763181
4.4834533	1.220888
4.287725	2.7010539
4.471286	0.49645025
6.4786706	0.87485236
6.6626472	2.4702995
6.328201	3.098854
6.77304	0.028957367
5.4210935	3.1509404
6.7627044	1.4349831
5.788061	0.67084754
1.152908	1.9513584
6.1443853	2.1892176
2.456123	0.8543331
3.4897165	2.3056421
1.6766484	0.21303844
4.4929214	1.2006998
1.67946	1.664526
6.317044	0.66041034
0.012762452	1.0782883
0.6166058	1.8640496
1.3418639	0.87536603
2.1410313	2.1535165
1.1526445	0.8845051
4.6387773	0.13004322
4.3624773	2.2720723
6.367735	3.0276225
2.1916316	0.41425115
0.82596993	2.7576919
5.3618097	0.17999554
0.5263352	2.1220348
6.7696924	3.0019708
3.1087675	2.3161013
0.6075888	0.8208813
4.2310886	3.108691
4.152151	0.4367922
1.8752394	1.5517769
1.0034724	2.579911
1.1794972	1.9618025
3.2249553	1.7634665
3.6432292	2.8867052
6.4094105	0.19339047
3.990026	1.3468024
4.2856646	0.42411384
5.515019	2.5781703
3.3953257	2.857573
2.0362158	1.6298622
4.2304587	0.024085237
5.6276608	0.53688335
4.655177	2.5497253
5.800057	1.9248775
1.969109	2.745861
2.3345408	3.1656406
4.3463597	1.243183
3.8460004	0.0104377745
3.844009	0.67553675
4.1884975	2.6463308
3.1697824	2.5887504
2.70801	2.2649274
5.8859797	3.047074
6.344077	0.26875803
1.268864	2.2254395
4.5855474	3.1835275
0.50872725	0.85011786
6.356298	2.860358
4.4010687	0.77415794
3.1604414	2.1565106
2.125452	0.78780174
5.1255326	1.741516
0.12349682	1.1585848
0.8750629	2.603851
4.3652673	2.0115979
2.122897	2.8968158
5.1344438	0.38809776
4.8532724	1.2767928
4.2737103	1.4008812
3.2278018	0.8181824
2.8257117	1.328241
4.499111	2.7526464
1.3007762	2.7955158
0.91908944	0.7414946
3.52588	1.0748442
3.674227	2.664708
3.4115531	1.3303807
4.9834256	1.1638769
4.8525953	2.5385346
2.233534	2.6248198
5.298657	3.061394
0.9394142	2.594504
6.042361	2.3370023
0.7896325	2.1117198
4.8323336	2.413206
2.2231338	1.4573735
3.2891843	2.2830093
6.4800186	2.6139445
5.953204	0.41936418
5.2405896	1.5301266
1.3988312	2.4467542
6.62714	1.8316859
6.794303	0.46637365
0.06482027	2.8686306
3.6533244	0.16183034
5.9098625	0.3576149
0.51316744	2.893708
3.0401726	1.0326468
6.2807274	1.4346437
1.4059294	1.1723236
2.7214105	2.542443
0.053523827	1.1935475
1.938127	0.20777492
1.0185124	0.705649
2.3183098	2.1858122
6.3419967	2.37066
3.741133	1.6184005
3.9659674	1.130777
1.5666339	0.11561775
4.4289684	3.0084476
1.6110958	0.18351327
5.192427	1.7736444
0.7930193	3.1990368
2.5149589	0.37235624
4.8616366	3.134302
1.1478692	2.6357849
1.5518923	2.2610087
4.9972305	0.4067877
4.6089783	2.5126798
2.3898315	3.044385
6.261042	1.4879982
4.7517095	0.9642792
3.565945	2.3335764
1.6749372	1.7589511
3.7986095	0.08956108
3.3830974	2.880595
5.4674067	2.3072302
3.8369317	2.279599
1.7453905	2.6947663
3.2338147	1.036065
4.175317	1.7063435
4.1889353	1.817617
4.4629893	0.10114556
2.3396726	1.7091277
5.8243947	1.5535914
1.0411357	0.004569435
6.417504	2.8344755
2.3299496	3.193654
3.794887	2.3955946
3.9911575	2.3318338
0.89006793	2.5183146
4.691798	2.217267
0.23674494	0.120097354
1.722864	2.3280954
1.4597046	2.692849
4.453688	1.1634825
3.7199268	2.3637114
1.5403624	2.397938
1.4005988	3.0632207
3.7898502	0.8661316
1.548439	1.4482158
3.7674954	0.8603056
1.2050283	2.3981388
0.10744689	0.41014767
3.351122	1.6740252
4.659124	2.4412267
2.8248386	1.4402014
5.4504747	2.5384197
5.7500615	1.1900638
1.9990163	2.090822
3.3184843	3.029978
4.939152	1.730052
6.6079164	1.1499127
4.500173	1.9102377
3.5972984	0.5865267
0.66082406	1.3809786
1.9683313	1.4547112
1.876942	0.18977776
2.2838063	1.3276491
2.7381842	1.1835225
4.528994	0.6739338
2.224284	0.87512666
6.3265133	0.7538096
0.42285633	2.9671
5.724798	1.3257748
2.3180637	2.394183
0.5597645	2.7602642
1.7971764	2.9279072
1.4489509	0.98950654
1.8412731	1.4926493
6.2539034	2.8825834
1.0142603	3.1410425
0.102761485	1.5128002
6.7445846	2.5421457
1.0700871	2.2213607
5.7662077	0.71414816
4.240234	0.86762065
1.965668	2.9002445
4.515782	1.3325405
1.242571	2.9072797
4.361486	0.9989342
0.76021457	0.71744233
0.39107138	0.8104107
1.0259753	3.0093305
4.609393	1.5010929
0.5386149	3.1017177
5.22258	1.2309376
4.5690346	1.9269753
1.6367642	2.7473843
6.555781	1.3669395
3.700933	3.1637452
3.1064966	1.5077082
6.5367246	1.9888579
